品番,カラーコード,サイズコード,SKU品番,JANコード,商品名,在庫数,実在庫数
cr23aw06006,66,01,cr23aw06006-66-01,4582514465712,アセテートパネルシームシャツ,0,0
cr23aw06006,66,02,cr23aw06006-66-02,4582514465729,アセテートパネルシームシャツ,0,0
cr23aw06006,87,01,cr23aw06006-89-01,4582514465705,アセテートパネルシームシャツ,0,0
cr23aw06006,87,02,cr23aw06006-89-02,4582514464326,アセテートパネルシームシャツ,0,0
cr23aw19010,09,01,cr23aw19010-09-01,4582514465613,ドレープサテンマキシスカート,0,0
cr23aw19010,09,02,cr23aw19010-09-02,4582514465620,ドレープサテンマキシスカート,0,0
cr23aw19010,09,03,cr23aw19010-09-03,4582514465637,ドレープサテンマキシスカート,0,0
cr23aw19010,32,01,cr23aw19010-32-01,4582514465644,ドレープサテンマキシスカート,0,0
cr23aw19010,32,02,cr23aw19010-32-02,4582514465651,ドレープサテンマキシスカート,0,0
cr23aw19010,32,03,cr23aw19010-32-03,4582514465668,ドレープサテンマキシスカート,0,0
cr23aw19010,55,01,cr23aw19010-55-01,4582514465675,ドレープサテンマキシスカート,0,0
cr23aw19010,55,02,cr23aw19010-55-02,4582514465682,ドレープサテンマキシスカート,0,0
cr23aw19010,55,03,cr23aw19010-55-03,4582514465699,ドレープサテンマキシスカート,0,0
cr23aw07007,07,01,cr23aw07007-07-01,4582514464258,フロッキーチュールトップス,0,0
cr23aw07007,07,02,cr23aw07007-07-02,4582514464265,フロッキーチュールトップス,0,0
cr23aw07007,09,01,cr23aw07007-09-01,4582514464234,フロッキーチュールトップス,0,0
cr23aw07007,09,02,cr23aw07007-09-02,4582514464241,フロッキーチュールトップス,0,0
cr23aw07007,66,01,cr23aw07007-66-01,4582514464272,フロッキーチュールトップス,0,0
cr23aw07007,66,02,cr23aw07007-66-02,4582514464289,フロッキーチュールトップス,0,0
cr23aw03007,06,01,cr23aw03007-06-01,4582514464593,ヘザーカラーミニマルジャケット,0,0
cr23aw03007,06,02,cr23aw03007-06-02,4582514464609,ヘザーカラーミニマルジャケット,0,0
cr23aw03007,36,01,cr23aw03007-36-01,4582514464616,ヘザーカラーミニマルジャケット,0,0
cr23aw03007,36,02,cr23aw03007-36-02,4582514464623,ヘザーカラーミニマルジャケット,0,0
cr23aw18011,09,01,cr23aw18011-09-01,4582514466559,リングジャカードワンピース,0,0
cr23aw18011,09,02,cr23aw18011-09-02,4582514466566,リングジャカードワンピース,0,0
cr23aw18011,09,03,cr23aw18011-09-03,4582514466573,リングジャカードワンピース,0,0
cr24ss10026,73,01,cr24ss10026-73-01,4582514469284,ソフトカーヴィデニムスラックス,0,0
cr24ss10026,73,02,cr24ss10026-73-02,4582514469291,ソフトカーヴィデニムスラックス,0,0
cr24ss10026,73,03,cr24ss10026-73-03,4582514469307,ソフトカーヴィデニムスラックス,0,0
cr24ss10026,73,00,cr24ss10026-73-00,4582514469277,ソフトカーヴィデニムスラックス,0,0
cr24ss10026,74,01,cr24ss10026-74-01,4582514469321,ソフトカーヴィデニムスラックス,0,0
cr24ss10026,74,02,cr24ss10026-74-02,4582514469338,ソフトカーヴィデニムスラックス,0,0
cr24ss10026,74,03,cr24ss10026-74-03,4582514469345,ソフトカーヴィデニムスラックス,0,0
cr24ss10026,74,00,cr24ss10026-74-00,4582514469314,ソフトカーヴィデニムスラックス,0,0
cr24ss19020,09,01,cr24ss19020-09-01,4582514468980,バックタックナロースカート,0,0
cr24ss19020,09,02,cr24ss19020-09-02,4582514468997,バックタックナロースカート,0,0
cr24ss19020,09,03,cr24ss19020-09-03,4582514469000,バックタックナロースカート,0,0
cr24ss19020,36,01,cr24ss19020-36-01,4582514469017,バックタックナロースカート,0,0
cr24ss19020,36,02,cr24ss19020-36-02,4582514469024,バックタックナロースカート,0,0
cr24ss19020,36,03,cr24ss19020-36-03,4582514469031,バックタックナロースカート,0,0
cr24ss19020,51,01,cr24ss19020-51-01,4582514469048,バックタックナロースカート,0,0
cr24ss19020,51,02,cr24ss19020-51-02,4582514469055,バックタックナロースカート,0,0
cr24ss19020,51,03,cr24ss19020-51-03,4582514469062,バックタックナロースカート,0,0
cr24ss07023,06,01,cr24ss07023-06-01,4582514469079,2wayハニカムサーマルカットソー,0,0
cr24ss07023,06,02,cr24ss07023-06-02,4582514469086,2wayハニカムサーマルカットソー,0,0
cr24ss07023,06,03,cr24ss07023-06-03,4582514469093,2wayハニカムサーマルカットソー,0,0
cr24ss07023,29,01,cr24ss07023-29-01,4582514469109,2wayハニカムサーマルカットソー,0,0
cr24ss07023,29,02,cr24ss07023-29-02,4582514469116,2wayハニカムサーマルカットソー,0,0
cr24ss07023,29,03,cr24ss07023-29-03,4582514469123,2wayハニカムサーマルカットソー,0,0
cr24ss01022,05,01,cr24ss01022-05-01,4582514468775,ドレープステンカラーコート,0,0
cr24ss01022,05,02,cr24ss01022-05-02,4582514468782,ドレープステンカラーコート,0,0
cr24ss01022,05,03,cr24ss01022-05-03,4582514468799,ドレープステンカラーコート,0,0
